age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,cd_account,securities,TransactionFrequency,Recency,AverageTransactionAmount,month,day
52,services,married,secondary,no,-232,0,1,cellular,101,4,-1,0,unknown,no,0,0,1,54,720,jul,29
35,technician,married,secondary,no,3297,1,0,cellular,193,15,-1,0,unknown,no,0,0,2,50,40,jul,29
48,management,married,tertiary,no,14530,1,1,telephone,863,10,-1,0,unknown,no,0,0,2,68,1594,jul,29
39,management,married,tertiary,no,-409,1,0,cellular,590,23,-1,0,unknown,no,0,0,1,69,606.9,jul,29
49,services,divorced,secondary,no,933,0,1,cellular,92,33,-1,0,unknown,no,1,0,1,48,277,jul,29
43,unemployed,married,secondary,no,1630,0,0,cellular,153,3,-1,0,unknown,no,0,0,1,43,8000,jul,29
28,services,married,secondary,no,376,0,1,telephone,49,4,-1,0,unknown,no,0,0,2,50,346.8,jul,29
32,technician,married,secondary,no,1,0,1,cellular,123,6,-1,0,unknown,no,0,0,1,57,20,jul,29
56,services,divorced,secondary,no,1007,0,0,cellular,88,6,-1,0,unknown,no,0,0,2,52,637,jul,29
58,unemployed,married,secondary,no,610,1,0,telephone,246,2,-1,0,unknown,no,0,0,1,39,1500,jul,29
52,management,married,tertiary,no,1453,0,0,telephone,254,21,-1,0,unknown,no,0,0,1,46,80,jul,29
58,services,married,secondary,no,10,1,1,cellular,95,5,-1,0,unknown,no,0,0,2,50,633,jul,30
56,blue-collar,married,secondary,no,1316,0,0,cellular,76,5,-1,0,unknown,no,1,0,1,25,299,jul,30
50,blue-collar,married,secondary,no,3436,1,1,cellular,182,4,-1,0,unknown,no,0,0,1,46,350,jul,30
44,management,married,tertiary,no,4968,1,0,cellular,76,14,-1,0,unknown,no,0,0,2,44,600,jul,30
30,services,married,primary,no,1015,1,0,cellular,11,8,-1,0,unknown,no,0,0,1,52,7940.28,jul,30
25,technician,single,secondary,no,35,1,0,cellular,96,29,-1,0,unknown,no,0,0,1,54,442,jul,30
27,technician,married,secondary,no,0,1,0,cellular,138,8,-1,0,unknown,no,0,0,3,64,66.66666667,jul,30
52,admin.,married,secondary,no,1746,0,0,cellular,142,9,-1,0,unknown,no,0,0,1,56,80,jul,30
52,blue-collar,single,primary,no,1400,0,0,cellular,103,4,-1,0,unknown,no,0,0,1,53,1000,jul,30
37,technician,single,secondary,no,103,1,0,cellular,124,3,-1,0,unknown,no,0,0,2,33,875,jul,30
25,services,single,secondary,no,5,0,1,cellular,84,6,-1,0,unknown,no,0,0,1,38,300,jul,30
33,services,married,secondary,no,-333,1,0,cellular,329,5,-1,0,unknown,no,0,0,1,50,300,jul,30
57,retired,married,primary,no,2927,0,1,telephone,78,5,-1,0,unknown,no,0,0,1,50,140,jul,30
41,blue-collar,married,primary,no,33,1,1,cellular,125,5,-1,0,unknown,no,0,0,1,39,100,jul,30
51,retired,married,secondary,no,1017,0,0,cellular,353,6,-1,0,unknown,no,1,0,1,49,554,jul,30
58,retired,married,primary,no,10628,0,0,cellular,189,4,-1,0,unknown,no,0,0,1,58,575,jul,30
39,admin.,married,secondary,no,406,0,0,cellular,253,5,-1,0,unknown,no,0,0,2,40,415.59,jul,30
26,technician,single,secondary,no,0,0,1,cellular,65,26,-1,0,unknown,no,0,0,1,68,2204,jul,30
50,admin.,married,secondary,no,2678,0,0,telephone,1011,6,-1,0,unknown,yes,0,0,2,47,1100,jul,30
38,management,single,tertiary,no,5073,1,0,cellular,68,4,-1,0,unknown,no,0,0,1,44,3098,jul,30
46,housemaid,married,secondary,no,271,1,0,cellular,1013,29,-1,0,unknown,yes,0,0,1,78,165,jul,30
56,entrepreneur,divorced,tertiary,no,2975,0,1,cellular,28,13,-1,0,unknown,no,0,0,1,58,460,jul,30
27,technician,single,secondary,no,151,0,0,cellular,139,3,-1,0,unknown,no,0,0,1,25,30,jul,30
33,unemployed,married,secondary,no,66,0,1,cellular,189,8,-1,0,unknown,no,0,0,1,58,5802,jul,30
42,management,married,secondary,no,0,0,0,cellular,458,3,-1,0,unknown,no,0,0,1,43,373.8,jul,30
47,management,single,tertiary,no,255,0,1,cellular,802,4,-1,0,unknown,yes,0,0,2,39,927,jul,30
27,blue-collar,single,primary,no,-71,0,1,cellular,70,3,-1,0,unknown,no,0,0,1,36,260,jul,30
28,blue-collar,single,primary,no,1199,1,0,cellular,1011,20,-1,0,unknown,no,0,0,1,25,300,jul,30
49,admin.,divorced,secondary,no,-73,1,0,cellular,31,22,-1,0,unknown,no,0,0,1,47,20,jul,30
42,admin.,married,secondary,no,947,0,0,cellular,158,2,-1,0,unknown,no,0,0,1,68,150,jul,30
41,management,married,tertiary,no,15,1,0,cellular,59,2,-1,0,unknown,no,0,0,2,45,1192.82,jul,30
49,management,married,tertiary,no,5969,0,0,cellular,258,2,-1,0,unknown,no,0,0,1,70,598,jul,30
26,admin.,single,secondary,yes,-42,0,1,cellular,305,3,-1,0,unknown,no,0,0,1,28,180,jul,30
43,blue-collar,married,secondary,no,511,1,0,cellular,67,7,-1,0,unknown,no,1,0,2,75,767.5,jul,30
59,retired,single,secondary,no,2303,0,1,telephone,128,2,-1,0,unknown,no,0,0,2,29,1248,jul,30
34,management,married,tertiary,no,13,1,0,cellular,99,3,-1,0,unknown,no,0,0,1,60,123.5,jul,30
60,retired,divorced,secondary,no,1382,0,0,cellular,112,10,-1,0,unknown,no,0,0,2,33,1201.5,jul,30
56,retired,divorced,primary,no,1177,0,0,cellular,39,2,-1,0,unknown,no,0,0,1,64,1000,jul,30
39,admin.,divorced,secondary,no,83,1,0,cellular,69,6,-1,0,unknown,no,0,0,1,36,44,jul,30
58,management,married,tertiary,no,0,0,0,cellular,120,2,-1,0,unknown,no,0,0,1,40,50,jul,30
58,retired,married,secondary,no,901,1,1,cellular,235,2,-1,0,unknown,no,0,0,1,26,545,jul,30
41,management,married,tertiary,no,2646,0,0,cellular,81,2,-1,0,unknown,no,0,0,2,28,491.565,jul,30
44,blue-collar,married,secondary,no,0,0,0,cellular,684,2,-1,0,unknown,yes,0,0,1,61,20,jul,30
33,blue-collar,married,secondary,no,5441,1,0,cellular,312,6,-1,0,unknown,no,0,0,1,25,17,jul,30
46,self-employed,divorced,tertiary,no,21,0,0,cellular,566,2,-1,0,unknown,yes,0,0,1,49,470.79,jul,30
40,blue-collar,married,primary,no,1073,0,0,cellular,42,2,-1,0,unknown,no,0,0,2,49,5918.5,jul,30
33,entrepreneur,married,tertiary,no,775,1,1,cellular,60,3,-1,0,unknown,no,0,0,1,43,67,jul,30
36,services,married,secondary,no,0,0,0,cellular,843,2,-1,0,unknown,yes,0,1,1,73,322,jul,30
47,admin.,single,secondary,no,-874,1,0,cellular,528,2,-1,0,unknown,no,0,0,1,54,20,jul,30
42,technician,single,secondary,no,746,0,0,cellular,86,2,-1,0,unknown,no,0,0,1,49,277,jul,30
45,admin.,married,secondary,no,3307,0,0,cellular,129,2,-1,0,unknown,no,0,0,1,79,1500,jul,30
44,management,married,secondary,no,4425,0,0,cellular,477,2,-1,0,unknown,no,0,0,1,52,849,jul,30
45,admin.,divorced,secondary,no,1201,0,0,cellular,652,2,-1,0,unknown,no,0,0,1,55,525,jul,30
51,housemaid,married,tertiary,no,390,1,0,cellular,102,3,-1,0,unknown,no,0,0,1,58,10,jul,30
36,technician,married,secondary,no,318,0,0,cellular,295,2,-1,0,unknown,no,0,0,2,50,658.5,jul,30
51,services,divorced,secondary,no,0,0,0,telephone,273,4,-1,0,unknown,no,0,0,1,39,100,jul,30
52,blue-collar,married,secondary,no,698,0,0,telephone,38,2,-1,0,unknown,no,1,0,1,26,877,jul,30
35,self-employed,divorced,secondary,no,3443,0,0,cellular,409,4,-1,0,unknown,no,0,0,1,68,100,jul,30
48,technician,married,secondary,no,862,0,0,cellular,160,2,-1,0,unknown,no,1,0,1,38,500,jul,30
43,blue-collar,married,primary,no,548,0,0,cellular,100,9,-1,0,unknown,no,0,0,1,72,9580,jul,30
39,technician,married,secondary,no,-1451,1,1,cellular,65,5,-1,0,unknown,no,0,0,1,48,2337.21,jul,30
54,blue-collar,married,secondary,no,898,0,0,telephone,641,2,-1,0,unknown,no,0,0,1,57,2704,jul,30
38,unemployed,single,secondary,no,7159,0,0,telephone,285,2,-1,0,unknown,no,0,0,1,57,1512.75,jul,30
47,blue-collar,married,primary,no,320,0,0,telephone,203,2,-1,0,unknown,no,0,0,1,37,10,jul,30
52,admin.,married,secondary,no,686,0,0,cellular,544,2,-1,0,unknown,no,1,0,1,55,1370,jul,30
54,entrepreneur,married,tertiary,no,0,0,0,cellular,250,5,-1,0,unknown,no,0,0,1,70,10,jul,30
58,management,divorced,secondary,no,3161,0,0,telephone,542,2,-1,0,unknown,yes,0,0,1,79,500,jul,30
47,self-employed,married,tertiary,no,192,0,0,telephone,120,6,-1,0,unknown,no,0,1,2,55,30,jul,30
53,management,divorced,tertiary,no,93,0,0,cellular,219,2,-1,0,unknown,no,0,0,2,64,1533.44,jul,30
49,technician,married,secondary,no,1091,0,0,telephone,47,2,-1,0,unknown,no,0,0,1,47,2142.52,jul,30
29,technician,married,secondary,no,3615,1,0,cellular,93,3,-1,0,unknown,no,0,0,1,43,200,jul,30
43,technician,single,secondary,no,54,1,0,cellular,62,2,-1,0,unknown,no,0,1,2,25,187.5,jul,30
52,housemaid,married,tertiary,no,43,0,0,cellular,32,2,-1,0,unknown,no,0,0,2,45,47.5,jul,30
42,blue-collar,married,secondary,no,-269,1,0,telephone,100,6,-1,0,unknown,no,0,0,1,44,300,jul,30
57,retired,married,tertiary,no,11254,0,0,cellular,229,2,-1,0,unknown,no,0,0,1,60,1824,jul,30
45,blue-collar,married,secondary,no,0,0,0,cellular,25,2,-1,0,unknown,no,0,0,1,70,444.45,jul,30
37,admin.,divorced,tertiary,no,43,1,0,cellular,65,2,-1,0,unknown,no,0,0,1,39,200,jul,30
50,technician,divorced,secondary,no,1303,0,0,telephone,274,2,-1,0,unknown,no,0,0,1,43,97,jul,30
44,technician,single,secondary,no,3438,1,0,telephone,68,2,-1,0,unknown,no,0,0,1,61,550,jul,30
53,blue-collar,divorced,primary,no,235,0,0,cellular,241,2,-1,0,unknown,no,1,0,1,72,285,jul,30
48,unemployed,single,primary,no,63,0,0,cellular,29,4,-1,0,unknown,no,0,0,1,66,3000,jul,30
55,management,married,primary,no,3293,0,0,telephone,64,2,-1,0,unknown,no,0,0,1,74,709,jul,30
50,admin.,single,primary,no,1367,0,0,telephone,270,2,-1,0,unknown,no,0,0,1,39,155,jul,30
41,management,married,tertiary,no,1715,0,1,cellular,695,2,-1,0,unknown,no,0,0,3,44,378.7333333,jul,30
56,housemaid,single,secondary,no,68,0,1,cellular,85,3,-1,0,unknown,no,1,0,1,75,1,jul,30
48,unemployed,married,primary,no,608,0,0,cellular,362,2,-1,0,unknown,no,1,0,2,48,103,jul,30
38,technician,single,tertiary,no,2350,0,0,cellular,101,2,-1,0,unknown,no,0,0,2,33,295,jul,30
41,management,married,tertiary,no,636,1,0,telephone,80,2,-1,0,unknown,no,0,0,1,61,352.96,jul,30
43,services,married,secondary,no,-1,0,0,cellular,605,2,-1,0,unknown,no,0,0,1,60,1,jul,30
60,blue-collar,married,secondary,no,241,1,0,telephone,42,3,-1,0,unknown,no,0,0,1,40,907,jul,30
26,blue-collar,married,secondary,no,0,1,1,telephone,51,20,-1,0,unknown,no,0,0,1,62,30,jul,30
31,self-employed,married,tertiary,no,0,1,0,cellular,1037,24,-1,0,unknown,no,0,0,2,63,180.805,jul,30
32,admin.,married,secondary,no,0,1,0,cellular,71,5,-1,0,unknown,no,0,0,1,47,1055,jul,30
42,technician,married,secondary,no,0,0,0,cellular,351,2,-1,0,unknown,no,0,0,2,64,235,jul,30
45,technician,divorced,secondary,no,245,1,0,cellular,76,3,-1,0,unknown,no,0,0,1,49,100,jul,30
50,blue-collar,married,secondary,no,917,1,0,cellular,58,2,-1,0,unknown,no,0,0,1,42,691,jul,30
45,unemployed,married,tertiary,no,579,1,0,cellular,141,2,-1,0,unknown,no,0,0,2,40,1036,jul,30
55,services,divorced,secondary,no,1817,0,0,cellular,404,4,-1,0,unknown,no,0,0,1,50,500,jul,30
54,retired,single,secondary,no,10621,0,0,cellular,187,2,-1,0,unknown,no,0,0,1,40,545.16,jul,30
37,admin.,divorced,secondary,no,241,1,1,cellular,55,25,-1,0,unknown,no,1,0,1,61,12,jul,30
30,housemaid,married,primary,no,462,0,1,cellular,274,3,-1,0,unknown,no,0,0,2,62,437.5,jul,30
51,blue-collar,married,secondary,no,0,0,0,telephone,145,4,-1,0,unknown,no,0,0,1,40,2500,jul,30
49,technician,married,primary,no,1415,1,0,cellular,269,2,-1,0,unknown,no,0,0,2,73,389.89,jul,30
45,entrepreneur,married,secondary,no,-479,1,0,cellular,167,2,-1,0,unknown,no,0,0,1,66,200,jul,30
51,retired,divorced,primary,no,1193,1,0,cellular,85,2,-1,0,unknown,no,0,0,1,41,283.9,jul,30
43,blue-collar,single,secondary,no,99,0,0,cellular,226,2,-1,0,unknown,no,0,0,2,41,2707,jul,30
44,management,married,secondary,no,488,0,1,cellular,292,11,-1,0,unknown,no,0,0,1,77,3000,jul,30
47,blue-collar,divorced,secondary,yes,-535,1,0,cellular,71,2,-1,0,unknown,no,0,0,1,76,950,jul,30
53,technician,married,secondary,no,-440,0,0,cellular,14,33,-1,0,unknown,no,0,0,1,62,500,jul,30
27,self-employed,single,secondary,no,152,0,0,cellular,80,3,-1,0,unknown,no,0,0,1,50,860,jul,30
51,technician,divorced,secondary,no,43,0,0,cellular,220,2,-1,0,unknown,no,0,0,1,43,3198,jul,30
55,services,married,secondary,no,96,0,0,telephone,340,2,-1,0,unknown,no,0,0,1,43,70,jul,30
51,blue-collar,divorced,primary,no,837,0,0,telephone,41,2,-1,0,unknown,no,1,0,1,50,500,jul,30
36,management,married,tertiary,no,6641,0,0,cellular,105,4,-1,0,unknown,no,0,0,1,69,50,jul,30
39,blue-collar,married,primary,no,1014,0,0,cellular,261,4,-1,0,unknown,no,0,0,1,70,20,jul,30
54,management,single,secondary,no,602,0,0,cellular,101,2,-1,0,unknown,no,0,0,1,74,399,jul,30
45,blue-collar,married,secondary,no,3,0,1,telephone,154,2,-1,0,unknown,no,0,0,1,44,299,jul,30
44,blue-collar,married,primary,no,0,1,0,cellular,83,2,-1,0,unknown,no,0,0,1,73,100,jul,30
46,technician,married,secondary,no,0,0,0,cellular,77,2,-1,0,unknown,no,0,0,2,48,424,jul,30
38,services,married,secondary,no,105,0,0,cellular,244,2,-1,0,unknown,no,0,0,1,55,61.6,jul,30
30,services,divorced,secondary,no,0,1,1,cellular,102,3,-1,0,unknown,no,0,0,1,49,902.79,jul,30
46,management,married,secondary,yes,-333,0,1,cellular,597,2,-1,0,unknown,no,0,0,1,75,98,jul,30
52,management,married,tertiary,no,0,1,0,cellular,161,6,-1,0,unknown,no,0,0,1,57,6,jul,30
41,management,single,tertiary,no,1373,0,0,cellular,81,2,-1,0,unknown,no,0,0,1,70,50,jul,30
45,technician,married,primary,no,6535,0,0,cellular,639,2,-1,0,unknown,no,0,0,1,79,1,jul,30
44,services,married,secondary,no,2439,1,0,cellular,133,2,-1,0,unknown,no,0,0,1,73,110,jul,30
36,entrepreneur,single,secondary,no,296,0,0,cellular,122,2,-1,0,unknown,no,0,0,1,69,100,jul,30
35,services,married,secondary,no,5,0,0,cellular,153,2,-1,0,unknown,no,0,0,2,38,1959.76,jul,30
38,blue-collar,married,secondary,no,1149,0,0,cellular,41,2,-1,0,unknown,no,0,0,1,46,100,jul,30
56,retired,married,secondary,no,485,0,0,cellular,70,2,-1,0,unknown,no,1,0,3,37,756.4366667,jul,30
32,unemployed,married,tertiary,no,7,1,0,cellular,29,3,-1,0,unknown,no,0,0,2,56,1196,jul,30
58,management,married,secondary,no,2739,1,0,cellular,86,6,-1,0,unknown,no,0,0,2,76,20732.99,jul,30
54,admin.,married,primary,no,0,0,0,cellular,255,2,-1,0,unknown,no,0,0,1,76,4000,jul,30
39,services,married,secondary,no,861,1,0,cellular,218,4,-1,0,unknown,no,0,0,2,72,750,jul,30
56,unemployed,married,secondary,no,1340,0,1,telephone,197,6,-1,0,unknown,no,1,0,1,73,315,jul,30
56,management,married,tertiary,no,247,0,0,cellular,44,2,-1,0,unknown,no,0,0,1,58,2170,jul,30
60,retired,married,secondary,no,5632,1,0,cellular,380,7,-1,0,unknown,no,0,0,1,40,50,jul,30
44,unemployed,single,primary,yes,-4,0,1,cellular,788,2,-1,0,unknown,yes,0,0,2,42,69,jul,30
36,unemployed,divorced,secondary,no,2178,1,0,cellular,74,2,-1,0,unknown,no,0,0,2,64,1393.5,jul,30
54,technician,married,secondary,no,273,1,0,cellular,55,3,-1,0,unknown,no,0,0,1,37,1037,jul,30
39,blue-collar,married,secondary,no,0,1,0,cellular,61,3,-1,0,unknown,no,0,0,1,75,852,jul,30
54,admin.,divorced,secondary,no,1383,1,1,cellular,622,4,-1,0,unknown,no,1,0,1,57,488,jul,30
47,management,divorced,tertiary,no,8226,1,0,cellular,137,2,-1,0,unknown,no,0,0,1,38,1709,jul,30
55,unemployed,married,secondary,no,4372,1,0,cellular,122,2,-1,0,unknown,no,0,0,1,24,1000,jul,30
42,blue-collar,single,primary,no,92,0,0,cellular,86,2,-1,0,unknown,no,0,1,1,66,230,jul,30
44,housemaid,divorced,primary,no,629,0,0,cellular,432,4,-1,0,unknown,no,1,0,1,72,2564,jul,30
46,admin.,divorced,secondary,no,1203,0,0,cellular,227,8,-1,0,unknown,no,0,0,2,54,305,jul,30
39,admin.,married,secondary,no,-139,0,0,cellular,120,2,-1,0,unknown,no,0,0,1,72,21,jul,30
40,management,divorced,tertiary,no,69,1,0,cellular,149,2,-1,0,unknown,no,0,0,1,37,180,jul,30
55,management,married,tertiary,no,-375,0,0,cellular,814,2,-1,0,unknown,yes,0,0,3,36,1019.133333,jul,30
50,blue-collar,married,secondary,no,0,0,0,cellular,144,9,-1,0,unknown,no,0,0,1,48,6000,jul,30
31,technician,married,secondary,no,0,1,0,cellular,126,3,-1,0,unknown,no,0,0,1,70,59,jul,30
45,management,married,primary,no,321,1,0,cellular,918,4,-1,0,unknown,no,0,0,1,52,600,jul,30
57,blue-collar,married,primary,yes,195,0,1,telephone,185,4,-1,0,unknown,no,1,0,1,44,700,jul,30
52,unemployed,married,primary,no,959,0,0,telephone,694,2,-1,0,unknown,yes,1,0,2,69,548,jul,30
44,management,divorced,tertiary,no,6486,0,0,cellular,272,4,-1,0,unknown,no,0,0,1,42,550,jul,30
56,self-employed,married,secondary,no,784,0,1,cellular,149,2,-1,0,unknown,no,0,0,2,24,309.76,jul,30
37,services,married,secondary,no,4151,1,1,cellular,543,4,-1,0,unknown,yes,0,0,2,43,355.395,jul,30
44,services,married,secondary,no,1335,1,0,cellular,94,5,-1,0,unknown,no,0,0,2,56,325,jul,30
59,management,married,primary,no,3831,0,0,telephone,87,4,-1,0,unknown,no,0,0,1,42,1121.9,jul,30
60,retired,divorced,secondary,no,1091,0,0,cellular,441,5,-1,0,unknown,yes,0,0,1,65,574,jul,30
47,technician,married,tertiary,no,0,1,1,cellular,89,2,-1,0,unknown,no,0,0,1,42,35,jul,30
53,self-employed,married,primary,no,4576,0,0,telephone,82,2,-1,0,unknown,no,0,0,1,40,347.48,jul,30
29,housemaid,married,secondary,no,1082,0,1,cellular,77,4,-1,0,unknown,no,0,0,2,56,1830.5,jul,30
52,blue-collar,single,secondary,no,359,1,0,cellular,444,2,-1,0,unknown,no,0,0,1,37,119,jul,30
53,technician,married,secondary,no,1389,0,0,telephone,34,4,-1,0,unknown,no,0,0,2,55,3673,jul,30
59,retired,married,secondary,no,0,1,0,cellular,73,4,-1,0,unknown,no,0,0,2,54,776.5,jul,30
56,retired,divorced,secondary,no,1005,0,1,cellular,69,4,-1,0,unknown,no,0,0,1,40,3548,jul,30
37,blue-collar,single,primary,no,554,1,0,cellular,74,3,-1,0,unknown,no,0,0,1,71,5654.57,jul,30
44,unemployed,married,primary,no,51,0,0,cellular,289,4,-1,0,unknown,no,0,0,3,61,719,jul,30
38,entrepreneur,married,primary,no,0,1,0,cellular,172,4,-1,0,unknown,no,0,0,1,80,60,jul,30
44,blue-collar,married,primary,no,276,1,0,cellular,535,2,-1,0,unknown,no,1,0,2,61,467.1,jul,30
31,management,married,tertiary,no,18,1,0,cellular,72,19,-1,0,unknown,no,1,0,3,72,162.2633333,jul,30
46,technician,divorced,secondary,no,2862,1,1,cellular,132,3,-1,0,unknown,no,0,0,1,45,23,jul,30
38,technician,married,secondary,yes,238,0,0,cellular,376,8,-1,0,unknown,no,0,0,1,43,59,jul,30
44,admin.,married,secondary,no,1305,0,0,cellular,72,4,-1,0,unknown,no,0,0,1,75,1575,jul,30
59,retired,married,secondary,no,3414,0,0,telephone,117,6,-1,0,unknown,no,0,0,1,54,70,jul,30
57,housemaid,divorced,primary,no,3819,0,0,telephone,1001,2,-1,0,unknown,no,0,0,1,76,4999,jul,30
36,management,married,tertiary,no,96,0,0,cellular,729,4,-1,0,unknown,yes,0,1,1,42,200,jul,30
58,unemployed,single,secondary,no,1013,1,0,cellular,341,5,-1,0,unknown,no,0,0,3,61,300,jul,30
35,admin.,divorced,secondary,no,0,0,0,cellular,186,6,-1,0,unknown,no,0,0,1,36,305,jul,30
41,blue-collar,divorced,primary,no,0,0,0,cellular,509,2,-1,0,unknown,yes,0,0,3,41,214,jul,30
52,self-employed,married,secondary,no,1498,1,0,cellular,1078,11,-1,0,unknown,no,0,0,3,36,2322.333333,jul,30
53,services,married,secondary,no,1194,0,0,telephone,166,4,-1,0,unknown,no,1,0,1,63,360,jul,30
51,technician,married,secondary,yes,61,0,1,telephone,27,20,-1,0,unknown,no,0,0,1,39,30,jul,30
38,unemployed,single,secondary,no,223,1,0,cellular,698,4,-1,0,unknown,no,0,0,1,40,100,jul,30
35,management,married,tertiary,no,648,0,0,cellular,674,2,-1,0,unknown,no,0,0,1,50,50,jul,30
55,management,single,secondary,no,1507,1,0,cellular,114,3,-1,0,unknown,no,0,0,1,43,200,jul,30
50,entrepreneur,married,secondary,no,1011,1,0,telephone,340,2,-1,0,unknown,no,1,0,2,43,1034.53,jul,30
40,technician,married,secondary,no,286,0,0,cellular,106,4,-1,0,unknown,no,0,0,1,63,200,jul,30
46,self-employed,single,primary,no,2032,0,0,cellular,424,2,-1,0,unknown,no,0,0,1,68,421,jul,30
29,blue-collar,single,tertiary,no,11310,1,0,cellular,436,3,-1,0,unknown,no,0,0,1,37,308,jul,30
40,technician,married,secondary,no,657,1,0,cellular,159,2,-1,0,unknown,no,0,0,2,48,407.5,jul,30
50,blue-collar,divorced,primary,no,-333,0,1,cellular,208,2,-1,0,unknown,no,0,0,1,65,20,jul,30
46,admin.,divorced,tertiary,no,-363,0,1,cellular,96,11,-1,0,unknown,no,0,0,1,40,699,jul,30
35,blue-collar,married,primary,no,0,1,0,cellular,359,2,-1,0,unknown,no,0,0,1,43,100,jul,30
36,admin.,single,secondary,no,1328,0,0,cellular,69,9,-1,0,unknown,no,0,0,1,75,520,jul,30
53,unemployed,single,secondary,no,4,0,0,cellular,259,3,-1,0,unknown,no,0,1,2,40,952.5,jul,30
48,blue-collar,married,secondary,no,-202,1,1,cellular,225,4,-1,0,unknown,no,0,0,2,70,356.185,jul,30
50,entrepreneur,married,tertiary,no,230,0,0,telephone,1089,4,-1,0,unknown,yes,0,0,1,38,2000,jul,30
56,retired,married,primary,no,152,1,1,cellular,65,7,-1,0,unknown,no,0,0,1,41,1850,jul,30
40,entrepreneur,married,secondary,no,0,1,0,cellular,106,23,-1,0,unknown,no,0,0,1,68,1186.69,jul,30
43,self-employed,divorced,primary,no,0,0,0,cellular,266,6,-1,0,unknown,no,0,0,1,66,55,jul,30
44,housemaid,married,primary,no,-156,0,1,cellular,1211,2,-1,0,unknown,yes,0,0,2,39,202.1,jul,30
53,entrepreneur,married,tertiary,no,1046,1,1,cellular,50,20,-1,0,unknown,no,1,0,2,25,139.5,jul,30
60,retired,married,primary,no,0,0,0,telephone,130,3,-1,0,unknown,no,0,0,1,64,2000,jul,30
37,blue-collar,married,primary,no,11,0,0,telephone,109,8,-1,0,unknown,no,1,0,1,36,78,jul,30
51,admin.,married,secondary,yes,-160,0,1,cellular,118,4,-1,0,unknown,no,0,0,1,46,349.3,jul,30
59,management,married,tertiary,no,1308,0,0,cellular,183,4,-1,0,unknown,no,0,0,1,47,390,jul,30
60,housemaid,married,primary,no,726,0,1,cellular,94,5,-1,0,unknown,no,1,0,1,79,337,jul,30
32,services,married,secondary,no,-31,0,1,telephone,96,6,-1,0,unknown,no,0,0,3,53,4071.123333,jul,30
54,technician,married,secondary,no,114,0,0,cellular,458,3,-1,0,unknown,yes,0,0,1,41,26,jul,30
41,services,married,secondary,no,1785,0,0,cellular,225,7,-1,0,unknown,no,0,0,1,77,1060,jul,30
26,blue-collar,single,secondary,no,179,0,0,cellular,103,3,-1,0,unknown,no,0,0,3,36,1489,jul,30
30,admin.,single,secondary,no,1223,1,0,cellular,112,5,-1,0,unknown,no,0,0,2,39,114.5,jul,30
47,blue-collar,married,primary,no,269,1,0,cellular,145,5,-1,0,unknown,no,1,0,1,73,170,jul,30
42,blue-collar,married,secondary,no,2374,0,0,cellular,143,2,-1,0,unknown,no,0,0,1,79,1892,jul,30
33,blue-collar,married,secondary,no,328,1,0,telephone,216,9,-1,0,unknown,no,0,0,1,52,100,jul,30
30,technician,married,tertiary,no,-340,1,1,telephone,156,8,-1,0,unknown,no,0,0,1,72,350,jul,30
34,management,single,secondary,no,356,1,0,cellular,52,7,-1,0,unknown,no,0,0,1,58,50,jul,30
45,technician,married,secondary,no,1841,1,0,cellular,154,2,-1,0,unknown,no,0,0,1,40,135.61,jul,30
34,management,married,tertiary,no,2892,1,1,cellular,1165,7,-1,0,unknown,no,0,0,1,48,821,jul,30
54,management,single,secondary,no,555,0,1,cellular,117,11,-1,0,unknown,no,0,0,1,74,120,jul,30
36,technician,divorced,secondary,no,664,1,1,cellular,266,4,-1,0,unknown,no,0,0,1,59,42,jul,30
39,services,married,secondary,no,1116,1,0,cellular,486,2,-1,0,unknown,no,0,0,2,40,565.91,jul,30
53,technician,married,secondary,no,6671,1,1,cellular,72,9,-1,0,unknown,no,0,0,3,50,1597.333333,jul,30
40,admin.,divorced,secondary,no,4,0,0,cellular,63,3,-1,0,unknown,no,0,0,2,38,334,jul,30
37,student,divorced,tertiary,no,0,0,0,telephone,100,6,-1,0,unknown,no,0,0,1,47,246,jul,30
42,unemployed,single,secondary,no,2613,1,0,cellular,174,6,-1,0,unknown,no,0,0,1,61,1616,jul,30
25,admin.,married,secondary,no,242,1,0,cellular,62,12,-1,0,unknown,no,0,0,2,58,354.76,jul,30
30,services,married,secondary,no,-176,1,0,cellular,47,31,-1,0,unknown,no,0,0,2,70,359,jul,30
32,admin.,married,secondary,no,167,1,0,cellular,103,6,-1,0,unknown,no,0,0,1,50,380,jul,30
55,blue-collar,single,secondary,no,197,0,0,cellular,95,6,-1,0,unknown,no,0,0,1,67,358,jul,30
58,management,married,tertiary,no,591,1,0,cellular,233,3,-1,0,unknown,no,1,0,1,70,2536,jul,30
30,services,single,secondary,no,726,1,1,cellular,109,3,-1,0,unknown,no,0,0,2,46,407.34,jul,30
44,management,married,secondary,no,-665,0,0,cellular,342,3,-1,0,unknown,no,0,0,1,45,300,jul,30
27,housemaid,married,primary,no,3,1,1,cellular,64,4,-1,0,unknown,no,0,0,1,57,0,jul,30
26,admin.,single,secondary,no,443,0,0,cellular,84,3,-1,0,unknown,no,0,0,2,51,1667.5,jul,30
31,entrepreneur,married,secondary,no,1302,1,0,cellular,89,3,-1,0,unknown,no,0,0,2,64,394,jul,30
